case,experiment,mode,evaluated_case,rollout_steps,wall_clock_s,checkpoint_loaded,pos_mean,pos_final,vel_mean,vel_final,angvel_mean,angvel_final,source
Case 04 (homogeneous),benchmark_oblique_10deg,benchmark_wall_collisions,,199,4.621182542294264,True,0.12389740020312526,0.2789318561553955,0.03170713011088229,0.03519951552152634,0.05156575221895655,0.05670040473341942,case_04_dem_simple/results/benchmark_oblique_10deg/metrics/metrics.json
Case 04 (homogeneous),benchmark_oblique_30deg,benchmark_wall_collisions,,199,3.8083881782367826,True,0.05057169836390812,0.1155882403254509,0.013258651681117135,0.014787865802645683,0.012886606676014954,0.014487291686236858,case_04_dem_simple/results/benchmark_oblique_30deg/metrics/metrics.json
Case 04 (homogeneous),benchmark_oblique_45deg,benchmark_wall_collisions,,199,3.9097709991037846,True,0.03310197441553201,0.07721594721078873,0.008913499162542334,0.010129809379577637,0.006416296542921377,0.007294497452676296,case_04_dem_simple/results/benchmark_oblique_45deg/metrics/metrics.json
Case 04 (homogeneous),benchmark_oblique_60deg,benchmark_wall_collisions,,199,4.150905842892826,True,0.026866230775724136,0.0659654289484024,0.007526353701695229,0.008926361799240112,0.00701626271470719,0.008387267589569092,case_04_dem_simple/results/benchmark_oblique_60deg/metrics/metrics.json
Case 04 (homogeneous),benchmark_oblique_90deg,benchmark_wall_collisions,,199,3.846220496110618,True,0.03879579877944186,0.09102508425712585,0.01060288937107324,0.011866468004882336,0.0006322792701829159,0.0006056439597159624,case_04_dem_simple/results/benchmark_oblique_90deg/metrics/metrics.json
Case 04 (homogeneous),benchmark_oblique_sphere_collisions,benchmark_sphere_collisions,oblique_sphere_collisions,99,9.19118347717449,True,0.010098481848796258,0.029489781707525253,0.006894255332728716,0.0102129727602005,0.02223709459176094,0.03368105739355087,case_04_dem_simple/results/benchmark_oblique_sphere_collisions/metrics/metrics.json
Case 04 (homogeneous),case_07_rollout,test,case_07,1499,138.3455067439936,True,1.7657599924956027,2.5130598545074463,0.13800231842947763,0.05572204664349556,0.15827781596084967,0.08703742921352386,case_04_dem_simple/results/case_07_rollout/metrics/metrics.json
Case 05 (gravity),case_06_gravity_rollout,test,case_06,1498,169.27406933158636,True,0.6752690934757877,0.8794662952423096,0.08907581731301775,0.04687081649899483,0.0861017167138833,0.04934541881084442,case_05_dem_hard/results/case_06_gravity_rollout/metrics/metrics.json
Case 05 (gravity),rotating_cylinder_rollout,cylinder,rotating_cylinder,1998,1257.02412270708,True,2.290976678543366,2.300952672958374,0.04101301204889558,0.041031353175640106,0.036747837523126055,0.04720846191048622,case_05_dem_hard/results/rotating_cylinder_rollout/metrics/metrics.json
